,STAT5A,STAT5B,STAT4,IRF1,STAT3,RUNX1,GTF2I,IRF2,STAT1,IRF8,STAT6,APEX1,IRF4,MYOD1,ARHGAP35,IRF3,IRF5,ALX4,STAT2,IRF7,KLF4,IRF9,AHRR,AEBP1,SOX2,THAP11,IRF6,ARID1A,ADNP2,APBB1,unannotated_1
MYB,0.0,0.0,0.0,0.001441715,0.0006254512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012894894
BIRC3,0.0,0.0,0.0,0.008138308,-0.04549584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06251015
CD86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02299,0.0,0.02417276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070926673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035580184
CDKN2D,0.0,0.0,0.0,0.0,-0.0024126037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018695997
SOCS1,-0.0010368796,0.0,0.0,-0.00846108,-0.018162271,0.0,0.0,0.0,-0.01390143,0.0,-0.02118354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02474079
MMP9,0.0,0.0,0.0,-0.0001535097,0.00868985,0.0,0.0,0.0,0.006773916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013296502
CDK4,0.0,0.0,0.0,0.0013363477,-0.0028040973,-0.0036606197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.865495e-05,0.0,0.0,0.0,0.0,0.0014392973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00790366
CDKN2A,0.0,0.0,0.0,0.0,0.0,-0.00063148065,0.0,0.0,0.0,0.0,0.0006015547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000293152,0.0,0.0,0.0,-0.002984256
CEBPD,0.0,0.0,0.0,0.0,0.007385359,0.0,0.0,0.0,0.0048836577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008872034
SH2D1A,0.0,0.0,0.0,0.0,-0.008327904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009725648
IL10,0.0026477058,-0.0011484663,-0.001196075,0.0015166459,0.0016624084,0.0032570567,0.0,0.0025151635,0.0029380287,0.001570257,0.006910909,0.0,0.00091757125,0.0,0.0,0.0,0.012296202,0.0,0.0,0.0,0.0038339351,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021316635,0.0,0.0,0.005208946
CDKN1B,0.0,0.0024707033,0.0,0.0,-0.006041469,-0.007198166,0.0,0.0,-0.0041315155,0.0,-0.0054663033,0.0,-0.0015180368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026262137,0.0024736433,0.0,0.0,0.00021416551,0.0,0.0,0.0,0.0,0.0,-0.009190585
PIK3R1,0.0005592541,0.0,-5.5228546e-05,0.0,-0.009325598,0.0,0.0,0.0,-0.006893473,0.0,0.0,0.0,0.0,0.0016010422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01105625
ACTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009981805,0.0,-0.011260176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29823816
CCND2,-0.0004350858,0.0007018119,0.0,0.0,-0.0045117154,-0.0035486978,0.001318733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038503646,4.432229e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00698329
MSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018136762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016931596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024650446
LCK,0.0,0.0,0.0,-0.034062613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06316969
