,STAT5A,STAT5B,STAT4,IRF1,STAT3,IRF2,STAT1,IRF8,STAT6,IRF4,IRF3,IRF5,STAT2,IRF7,IRF9,IRF6,unannotated_1
ITGA2B,0.0,0.0,0.0,0.0,0.0,0.053356953,0.021264417,0.021264417,0.05451592,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0515504
CDK6,0.021264417,0.054080606,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.053221
RHOH,0.05695662,0.021264417,0.021264417,0.021264417,0.05574081,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.05588778
GNLY,0.06094449,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.05790628
UBE2G1,0.021264417,0.0,0.0,0.021264417,0.055628132,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.053267997
IFI30,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.054555573,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.053305276
APOBEC3G,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05552582,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.054537036
SPG7,0.0,0.0,0.0,0.054470725,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.052269123
SNCA,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.055971123,0.0,0.053616654
BATF,0.0,0.021264417,0.0,0.0,0.055175763,0.0,0.0,0.0,0.054449935,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0561504
MAD1L1,0.0,0.0,0.021264417,0.021264417,0.05259339,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.054151066
IL24,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.055178963,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.054433905
TFRC,0.05738147,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.053711783
CXCR4,0.0,0.0,0.021264417,0.0,0.021264417,0.059448134,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.057005256
CTLA4,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.055416804,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.05551206
QPCT,0.055268507,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.053167544
CD207,0.05597239,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054315
TICAM1,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.05691774,0.0,0.021264417,0.0,0.0,0.0,0.055022173
CAV1,0.0,0.021264417,0.021264417,0.021264417,0.053758282,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.054472674
FOXO1,0.021264417,0.0,0.021264417,0.0,0.05473832,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.052972145
ICOS,0.0,0.0,0.0,0.0,0.052457727,0.0,0.021264417,0.021264417,0.055247255,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.05271826
PMAIP1,0.021264417,0.0,0.0,0.055006754,0.0,0.0,0.0,0.0,0.021264417,0.056820154,0.05304531,0.0,0.0,0.05575915,0.0,0.021264417,0.054328226
C1QB,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.054757707,0.054895222,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.052409142
NFATC2,0.055706043,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0530954
IFNAR1,0.0,0.021264417,0.0,0.0,0.054567803,0.0,0.021264417,0.0,0.021264417,0.0,0.053057116,0.021264417,0.0,0.0,0.0,0.0,0.054595403
PRKCH,0.021264417,0.0,0.021264417,0.021264417,0.05215233,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.053646576
FKBP4,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.05679805,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.05387956
CCL20,0.021264417,0.021264417,0.021264417,0.021264417,0.054246534,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.05374006
NT5E,0.0,0.0,0.0,0.0,0.055183582,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.05365647
IDO1,0.0,0.0,0.021264417,0.059667576,0.0,0.021264417,0.05803427,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.056013215
GLS,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05533008,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0551806
IKZF1,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.056495506,0.021264417,0.05624766,0.0,0.053562514,0.0,0.021264417,0.0,0.0,0.053497802
AKAP12,0.021264417,0.021264417,0.021264417,0.0,0.053781323,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548378
PRKCQ,0.0,0.0,0.05694112,0.021264417,0.05367009,0.021264417,0.021264417,0.0,0.053479932,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05447638
RASD1,0.0,0.056518745,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.056512553
S100A4,0.0,0.0,0.058995437,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.056592
MKI67,0.0,0.0,0.0,0.05645597,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.054360896
S100A9,0.0,0.0,0.021264417,0.021264417,0.059309673,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.057810128
CXCL2,0.021264417,0.021264417,0.0,0.0,0.05470123,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.05386277
PDCD1,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.055648588,0.021264417,0.0538777
SELL,0.021264417,0.0,0.021264417,0.05563668,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.05543961
CXCR6,0.0,0.021264417,0.0,0.0,0.053357404,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.053354304
CDK8,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.055142142,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.05137532
MCAT,0.021264417,0.0,0.0,0.0,0.05542758,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.05507756
PTTG1,0.054842316,0.0,0.021264417,0.021264417,0.055641998,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.055193115
EZH2,0.021264417,0.0,0.021264417,0.021264417,0.05382924,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.052329164
DAPK1,0.021264417,0.021264417,0.021264417,0.0,0.05513533,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.054195095
ORMDL3,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.05522413,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.052659076
NME1,0.021264417,0.021264417,0.0,0.0,0.053822666,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.05200147
REST,0.0,0.0,0.0,0.021264417,0.0,0.0,0.053118873,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.052815873
GADD45G,0.0,0.021264417,0.0,0.0,0.05519273,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.054599512
OPTN,0.021264417,0.021264417,0.021264417,0.057375006,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.05389409
RECK,0.0,0.0,0.0,0.021264417,0.05501178,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.053543203
IRF9,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.054682244,0.0,0.0,0.021264417,0.05520292,0.0,0.054427177,0.0,0.05302315,0.0,0.054498143
GADD45B,0.0,0.0,0.0,0.0,0.05378189,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.056108378
CD8A,0.057933778,0.0,0.053976983,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.05267744
EOMES,0.056121968,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.05292927
TERF1,0.0,0.0,0.0,0.0,0.05334086,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05539894
MIF,0.0,0.021264417,0.021264417,0.021264417,0.055098813,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.05334828
DPF3,0.056381058,0.057652198,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.054856528
FTO,0.0,0.021264417,0.021264417,0.021264417,0.05318867,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.053277142
S100A11,0.021264417,0.021264417,0.0,0.0,0.063262954,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.064272046
LEF1,0.055902205,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.05326016
CLU,0.021264417,0.021264417,0.021264417,0.0,0.054226555,0.0,0.056076933,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.053546738
SPP1,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.056604885,0.0,0.021264417,0.021264417,0.021264417,0.052413963
ZBTB20,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.05609889,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05174712
ARID5A,0.0,0.021264417,0.021264417,0.0,0.056455195,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.053609353
BCL2L11,0.055952568,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.05374117
PRKCE,0.0,0.0,0.0,0.0,0.0,0.0,0.055034973,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.052178692
KLRK1,0.021264417,0.0,0.021264417,0.021264417,0.05222963,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.05346874
GADD45A,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.05369971,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.05618938
HSD17B8,0.0,0.055851765,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.05352378
